Food Item,Serving Size (g),Calories (kcal),Dietary preference,Allergens,Glycemic Index,Protein (g),Carbs (g),Fats (g),Meal Type
Radishes,275,230,Vegetarian,Nuts,54,19.83,37.5,26.44,Lunch
Bell Peppers,327,86,Vegetarian,Dairy,21,35.61,48.79,17.93,Snack
Tofu,67,76,Vegetarian,None,19,44.63,73.93,38.93,Snack
Salmon,174,557,Non-Vegetarian,Gluten,82,24.11,73.12,1.76,Lunch
Potatoes,281,529,Vegetarian,Shellfish,57,37.93,22.28,42.88,Lunch
Butter,397,615,Vegetarian,Gluten,97,24.52,37.02,42.88,Dinner
Lentils,70,416,Vegetarian,Shellfish,12,38.21,15.47,25.01,Breakfast
Rice Milk,298,287,Vegetarian,Dairy,29,44.65,78.04,33.47,Dinner
Onions,499,384,Vegetarian,None,58,12.51,89.42,20.19,Breakfast
Garlic,385,472,Vegetarian,Shellfish,55,33.13,8.9,23.12,Breakfast
Hazelnuts,230,284,Vegetarian,Dairy,92,32.79,55.33,25.01,Lunch
Chickpeas,200,168,Vegetarian,Dairy,59,12.89,35.38,32.33,Breakfast
Sweet Potatoes,327,306,Vegetarian,Gluten,41,26.74,78.02,38.81,Breakfast
Pumpkin,311,575,Vegetarian,None,44,3.45,28.35,28.42,Lunch
Turkey,403,575,Non-Vegetarian,None,96,34.25,44.23,42.88,Snack
Nuts,200,318,Vegetarian,Dairy,64,46.67,78.02,13.39,Snack
Milk,192,238,Vegetarian,Gluten,19,33.13,99.09,12.26,Lunch
Radishes,94,626,Vegetarian,Dairy,87,3.56,93.7,37.31,Snack
Mushrooms,269,677,Vegetarian,Nuts,32,41.16,74.31,12.84,Snack
Pineapple,449,514,Vegetarian,Shellfish,54,15.22,90.1,10.49,Breakfast
Soy Milk,467,557,Vegetarian,None,36,27.65,76.48,12.48,Lunch
Milk,87,512,Vegetarian,Dairy,64,20.98,37.02,20.19,Snack
Cashews,198,86,Vegetarian,Gluten,69,22.58,87.26,0.6,Breakfast
Chickpeas,213,346,Vegetarian,Dairy,79,3.29,28.35,3.1,Snack
Shallots,222,315,Vegetarian,Dairy,59,41.54,45.45,23.98,Lunch
Radishes,206,619,Vegetarian,Gluten,59,19.76,47.67,48.78,Dinner
Beans,168,637,Vegetarian,None,95,46.26,69.92,25.63,Lunch
Parsnips,154,512,Vegetarian,None,78,39.18,48.79,0.89,Dinner
Nectarines,428,470,Vegetarian,None,64,42.95,35.38,29.3,Lunch
Cheese,499,529,Vegetarian,None,95,8.48,39.41,38.81,Snack
Garlic,403,259,Vegetarian,None,77,30.55,37.89,44.12,Breakfast
Almond Milk,162,239,Vegetarian,Dairy,90,15.87,94.85,38.9,Lunch
Milk,428,92,Vegetarian,Gluten,97,28.89,20.3,19.06,Snack
Leeks,285,435,Vegetarian,None,82,28.47,45.79,1.76,Dinner
Blackberries,285,536,Vegetarian,Dairy,21,3.29,5.68,32.24,Dinner
Honeydew,297,315,Vegetarian,None,11,35.65,2.07,13.39,Snack
Pecans,239,445,Vegetarian,Dairy,64,19.83,90.1,12.56,Dinner
Almonds,372,472,Vegetarian,Shellfish,27,11.62,87.26,29.08,Breakfast
Broccoli,174,158,Vegetarian,Shellfish,17,24.11,92.11,1.76,Dinner
Jalapenos,66,284,Vegetarian,Nuts,37,15.91,47.67,30.15,Snack
Strawberries,207,92,Vegetarian,Nuts,59,8.68,0.56,1.84,Snack
Blueberries,342,238,Vegetarian,Gluten,88,25.05,73.93,1.18,Snack
Rice,178,325,Vegetarian,Dairy,21,48.14,32.79,47.79,Dinner
Coconut Milk,183,512,Vegetarian,Nuts,54,25.15,92.79,37.72,Dinner
Cucumber,372,179,Vegetarian,Nuts,23,41.16,22.28,0.6,Lunch
Leeks,275,564,Vegetarian,Nuts,27,16.94,55.33,25.63,Breakfast
Radishes,269,570,Vegetarian,Shellfish,10,5.23,18.2,14.17,Snack
Nectarines,318,529,Vegetarian,Gluten,26,7.86,5.68,23.98,Snack
Carrot,213,520,Vegetarian,None,15,19.64,77.52,45.32,Snack
Kiwi,202,133,Vegetarian,Dairy,61,8.68,69.92,11.66,Breakfast
Turkey,372,179,Non-Vegetarian,Dairy,75,46.67,37.52,30.15,Breakfast
Pork,380,612,Non-Vegetarian,Dairy,92,42.95,78.02,14.71,Snack
Beans,428,54,Vegetarian,Shellfish,97,27.45,45.79,23.98,Breakfast
Strawberries,467,224,Vegetarian,Dairy,79,38.21,99.09,10.61,Snack
Oat Milk,281,562,Vegetarian,Shellfish,37,24.52,44.23,17.93,Dinner
Cream,174,612,Vegetarian,Shellfish,12,7.86,89.74,28.6,Lunch
Pumpkin,142,430,Vegetarian,None,55,34.7,31.14,35.73,Breakfast
Corn,294,472,Vegetarian,Gluten,79,11.62,24.51,32.97,Dinner
Duck,168,301,Non-Vegetarian,Shellfish,67,42.95,28.17,11.66,Dinner
Almond Milk,372,416,Vegetarian,Nuts,23,27.65,85.88,16.33,Lunch
Honeydew,342,306,Vegetarian,Shellfish,55,11.2,0.56,42.88,Snack
Broccoli,385,564,Vegetarian,Nuts,21,19.11,96.73,46.22,Breakfast
Pineapple,183,306,Vegetarian,Gluten,66,2.1,55.32,14.52,Dinner
Barley,68,619,Vegetarian,Shellfish,57,32.06,25.38,25.01,Dinner
Apricots,372,664,Vegetarian,Gluten,77,34.7,28.17,28.0,Snack
Grapes,239,168,Vegetarian,Gluten,59,24.11,78.88,42.7,Breakfast
Bananas,298,54,Vegetarian,None,10,26.74,0.56,10.61,Breakfast
Raspberries,192,384,Vegetarian,Nuts,78,2.68,37.5,30.15,Dinner
Egg,462,584,Non-Vegetarian,None,71,6.23,73.3,14.17,Snack
Peaches,403,650,Vegetarian,Nuts,19,9.36,44.23,49.9,Lunch
Tempeh,294,619,Vegetarian,Nuts,58,35.08,8.77,20.19,Lunch
Oat Milk,198,306,Vegetarian,Gluten,17,11.2,45.71,14.52,Breakfast
Turnips,160,536,Vegetarian,Gluten,15,45.04,78.88,23.12,Snack
Macadamia,198,224,Vegetarian,Shellfish,27,41.16,76.46,45.32,Dinner
Shrimp,403,532,Non-Vegetarian,Shellfish,48,27.45,79.59,11.36,Snack
Beef,334,472,Non-Vegetarian,Shellfish,21,48.14,61.67,29.08,Dinner
Spinach,174,570,Vegetarian,Dairy,37,39.18,44.23,1.18,Dinner
Corn,192,168,Vegetarian,Gluten,15,18.93,94.85,0.42,Dinner
Beef,333,239,Non-Vegetarian,Shellfish,38,11.89,42.27,6.44,Snack
Nectarines,168,615,Vegetarian,Shellfish,38,46.26,61.17,40.94,Snack
Pumpkin,269,234,Vegetarian,Dairy,55,19.76,34.29,38.21,Dinner
Chicken,142,156,Non-Vegetarian,Dairy,58,8.68,32.79,35.73,Dinner
Squash,67,288,Vegetarian,None,92,3.51,37.02,23.51,Dinner
Parsnips,178,284,Vegetarian,None,87,44.47,28.35,25.01,Lunch
Turnips,231,175,Vegetarian,Gluten,80,16.71,94.85,26.02,Lunch
Pumpkin,266,259,Vegetarian,Dairy,55,29.46,89.74,28.42,Lunch
Chili Peppers,147,422,Vegetarian,Dairy,82,34.58,48.29,40.94,Lunch
Pork,236,384,Non-Vegetarian,Gluten,96,3.99,8.77,11.36,Dinner
Brazil Nuts,142,671,Vegetarian,Shellfish,48,8.68,37.52,42.88,Dinner
Cashews,174,384,Vegetarian,Dairy,41,19.64,92.79,47.05,Snack
Zucchini,430,512,Vegetarian,Shellfish,20,9.38,90.92,14.52,Breakfast
Kale,231,662,Vegetarian,Shellfish,57,25.03,96.73,38.9,Snack
Chicken,168,76,Non-Vegetarian,Dairy,57,27.45,47.67,16.02,Snack
Bell Peppers,68,516,Vegetarian,Nuts,27,32.89,73.93,18.81,Lunch
Blackberries,213,147,Vegetarian,Nuts,54,35.95,22.12,1.76,Breakfast
Oat,67,516,Vegetarian,Shellfish,23,22.55,39.41,46.22,Snack
Watermelon,174,76,Vegetarian,None,41,37.8,37.96,10.49,Lunch
Spinach,342,584,Vegetarian,None,24,18.93,18.2,29.08,Lunch
Rice,297,530,Vegetarian,Dairy,11,25.05,15.47,15.34,Snack
Salmon,453,459,Non-Vegetarian,Nuts,24,28.89,30.76,26.44,Breakfast
Blackberries,160,474,Vegetarian,None,15,21.52,73.93,38.81,Lunch
Turkey,192,692,Non-Vegetarian,Dairy,29,1.06,25.38,38.9,Breakfast
Nectarines,59,92,Vegetarian,Gluten,29,30.68,31.14,48.05,Snack
Scallions,138,179,Vegetarian,None,82,33.12,64.62,32.24,Dinner
Rice,442,54,Vegetarian,Dairy,58,35.08,92.11,35.88,Breakfast
Mutton,311,179,Non-Vegetarian,None,29,39.32,48.29,20.59,Lunch
Beef,294,239,Non-Vegetarian,Nuts,82,15.96,75.85,28.8,Breakfast
Pumpkin,236,570,Vegetarian,Gluten,29,19.76,8.9,28.42,Snack
Broccoli,160,474,Vegetarian,Dairy,21,37.8,21.8,35.73,Breakfast
Spinach,403,422,Vegetarian,Shellfish,15,30.68,89.74,35.88,Snack
Bananas,298,529,Vegetarian,Nuts,57,35.95,96.73,7.29,Dinner
Yams,333,169,Vegetarian,Nuts,66,41.16,37.02,38.38,Breakfast
Yams,206,575,Vegetarian,None,94,8.68,37.89,42.88,Snack
Blackberries,202,179,Vegetarian,Nuts,63,35.65,80.47,38.86,Lunch
Raspberries,168,414,Vegetarian,None,87,33.13,64.62,32.97,Breakfast
Potatoes,430,239,Vegetarian,Nuts,95,27.65,70.43,40.94,Dinner
Brazil Nuts,428,325,Vegetarian,Dairy,37,3.45,45.45,10.15,Lunch
Bell Peppers,298,557,Vegetarian,Shellfish,24,19.76,48.79,14.36,Breakfast
Radishes,298,86,Vegetarian,Shellfish,59,11.62,45.71,37.72,Snack
Hazelnuts,499,633,Vegetarian,Nuts,57,3.56,45.79,28.8,Dinner
Pistachios,297,92,Vegetarian,None,59,35.65,37.89,28.6,Breakfast
Cucumber,59,564,Vegetarian,Gluten,12,12.51,97.12,0.6,Snack
Pistachios,142,529,Vegetarian,Dairy,29,11.94,93.48,19.42,Breakfast
Sweet Potatoes,427,575,Vegetarian,Nuts,23,37.8,78.53,40.03,Breakfast
Bananas,318,315,Vegetarian,Shellfish,59,48.14,42.27,1.84,Dinner
Zucchini,124,536,Vegetarian,Gluten,48,10.26,22.12,20.59,Snack
Salmon,231,384,Non-Vegetarian,Dairy,52,27.65,94.85,49.9,Breakfast
Cantaloupe,68,213,Vegetarian,Nuts,47,44.63,15.2,37.31,Breakfast
Scallions,351,606,Vegetarian,Gluten,50,10.84,61.17,40.94,Snack
Cherries,340,76,Vegetarian,Nuts,27,38.21,79.59,31.39,Dinner
Rice,183,692,Vegetarian,Nuts,29,45.04,46.24,38.38,Snack
Bell Peppers,222,168,Vegetarian,None,78,46.67,8.77,45.92,Snack
Chicken,419,575,Non-Vegetarian,Dairy,59,2.1,96.08,12.84,Lunch
Beef,162,612,Non-Vegetarian,Shellfish,47,39.32,21.8,12.84,Snack
Oat Milk,451,158,Vegetarian,Gluten,44,34.58,90.92,15.85,Breakfast
Kiwi,67,284,Vegetarian,Gluten,49,44.47,99.26,16.11,Snack
Mango,419,117,Vegetarian,Shellfish,44,2.1,18.2,18.81,Dinner
Blueberries,70,513,Vegetarian,Nuts,21,41.67,74.18,28.0,Breakfast
Oranges,462,536,Vegetarian,None,11,45.04,21.8,35.88,Snack
Apricots,385,318,Vegetarian,Nuts,63,11.94,76.48,35.88,Breakfast
Shallots,311,430,Vegetarian,Nuts,12,24.11,78.53,0.89,Breakfast
Butter,183,156,Vegetarian,Dairy,47,15.91,20.3,35.88,Snack
Walnuts,380,284,Vegetarian,Dairy,55,40.52,37.89,12.26,Lunch
Bananas,160,564,Vegetarian,Shellfish,95,19.11,61.17,24.78,Dinner
Squash,394,213,Vegetarian,Gluten,98,25.03,65.18,11.36,Dinner
Shallots,181,54,Vegetarian,Gluten,53,27.65,54.96,19.06,Lunch
Shallots,462,144,Vegetarian,Gluten,48,28.89,78.88,23.91,Lunch
Barley,297,396,Vegetarian,Dairy,78,28.47,54.96,37.31,Breakfast
Almonds,372,133,Vegetarian,Gluten,38,37.8,42.27,38.81,Breakfast
Tuna,253,217,Non-Vegetarian,Shellfish,61,12.51,70.21,38.21,Dinner
Pineapple,98,677,Vegetarian,None,23,44.47,35.38,38.81,Lunch
Lentils,202,520,Vegetarian,Shellfish,53,25.03,37.89,32.24,Dinner
Tofu,447,422,Vegetarian,Gluten,59,27.45,75.85,23.98,Lunch
Plums,160,147,Vegetarian,Nuts,21,25.15,28.31,38.38,Lunch
Pumpkin,168,692,Vegetarian,Nuts,88,19.11,28.17,14.71,Lunch
Potatoes,66,117,Vegetarian,Nuts,96,1.6,24.51,27.13,Snack
Pumpkin,318,371,Vegetarian,None,94,1.06,48.29,47.05,Breakfast
Cantaloupe,312,533,Vegetarian,Gluten,55,7.86,37.02,12.48,Snack
Shrimp,174,288,Non-Vegetarian,Gluten,90,19.11,55.33,29.3,Dinner
Kale,200,513,Vegetarian,Nuts,88,41.54,22.28,33.82,Lunch
Peanuts,168,556,Vegetarian,None,17,41.24,61.67,32.33,Dinner
Rice Milk,239,371,Vegetarian,None,36,34.7,73.18,15.52,Dinner
Peanuts,372,612,Vegetarian,Shellfish,15,33.12,47.33,11.36,Lunch
Macadamia,372,564,Vegetarian,Dairy,88,41.16,79.59,26.44,Snack
Shrimp,160,144,Non-Vegetarian,Dairy,82,45.04,39.41,10.49,Snack
Brazil Nuts,364,86,Vegetarian,None,32,41.64,87.26,19.8,Breakfast
Squash,206,619,Vegetarian,Gluten,57,44.63,77.52,1.84,Lunch
Pumpkin,405,616,Vegetarian,None,92,35.3,37.5,22.65,Breakfast
Nectarines,403,529,Vegetarian,None,95,19.76,90.92,19.42,Lunch
Seitan,419,619,Vegetarian,Gluten,99,35.65,64.62,46.9,Dinner
Peas,198,76,Vegetarian,Nuts,77,45.45,92.11,7.29,Snack
Yams,403,325,Vegetarian,Gluten,82,21.08,47.67,37.31,Breakfast
Parsnips,428,575,Vegetarian,None,44,35.65,73.93,33.06,Snack
Rice Milk,162,529,Vegetarian,Gluten,24,19.19,32.79,33.82,Snack
Rice Milk,174,612,Vegetarian,Shellfish,44,20.98,77.52,12.36,Dinner
Sweet Potatoes,453,622,Vegetarian,Gluten,98,3.51,21.8,28.8,Dinner
Beetroot,174,612,Vegetarian,Shellfish,38,47.53,8.9,27.36,Snack
Oranges,333,570,Vegetarian,None,58,41.67,37.89,31.39,Snack
Onions,342,459,Vegetarian,None,21,25.05,92.11,40.94,Breakfast
Cream,231,224,Vegetarian,Nuts,59,26.11,92.11,37.72,Dinner
Tomatoes,405,438,Vegetarian,Gluten,44,25.15,26.0,27.13,Dinner
Egg,133,612,Non-Vegetarian,Gluten,86,22.58,78.04,16.33,Breakfast
Quinoa,463,375,Vegetarian,Dairy,15,41.54,73.93,38.97,Breakfast
Parsnips,92,234,Vegetarian,Shellfish,12,5.23,35.38,42.7,Breakfast
Rice Milk,253,384,Vegetarian,Nuts,38,1.6,99.26,10.61,Dinner
Jalapenos,372,512,Vegetarian,None,12,32.06,88.15,35.88,Dinner
Peanuts,499,520,Vegetarian,None,12,5.23,90.1,25.63,Breakfast
Duck,138,284,Non-Vegetarian,None,49,15.96,37.02,10.15,Dinner
Brazil Nuts,142,169,Vegetarian,Dairy,32,31.73,77.52,14.71,Lunch
Raspberries,275,230,Vegetarian,Gluten,23,34.7,30.76,42.88,Snack
Barley,245,612,Vegetarian,Nuts,12,11.94,78.04,30.15,Dinner
Leeks,59,664,Vegetarian,Shellfish,59,35.3,61.22,14.71,Dinner
Peaches,385,169,Vegetarian,Dairy,19,25.03,44.23,28.42,Lunch
Broccoli,451,230,Vegetarian,Shellfish,59,32.79,89.42,0.42,Dinner
Soy Milk,430,287,Vegetarian,Shellfish,71,18.93,31.62,42.88,Breakfast
Almonds,340,616,Vegetarian,Nuts,10,11.89,28.31,12.56,Breakfast
Papaya,428,516,Vegetarian,Nuts,44,3.51,76.48,38.86,Snack
Oat Milk,92,512,Vegetarian,Gluten,21,39.18,90.1,12.84,Breakfast
Lamb,192,288,Non-Vegetarian,Nuts,32,35.3,28.17,12.84,Lunch
Leeks,94,529,Vegetarian,Shellfish,55,47.53,24.51,7.29,Dinner
Beef,427,133,Non-Vegetarian,Gluten,29,46.67,64.65,26.44,Lunch
Pumpkin,385,616,Vegetarian,Gluten,66,46.26,92.79,35.88,Snack
Apricots,59,612,Vegetarian,Dairy,44,8.48,99.26,15.52,Dinner
Peas,168,284,Vegetarian,Shellfish,24,25.03,15.47,42.7,Lunch
Cucumber,124,670,Vegetarian,Dairy,15,34.87,93.48,37.72,Dinner
Cantaloupe,351,664,Vegetarian,Gluten,52,44.65,26.59,26.44,Snack
Leeks,285,384,Vegetarian,Gluten,22,34.7,53.8,1.76,Lunch
Corn,405,416,Vegetarian,None,15,24.52,64.65,17.93,Dinner
Garlic,467,582,Vegetarian,Dairy,57,18.93,37.89,1.84,Lunch
Turkey,283,179,Non-Vegetarian,Nuts,58,34.87,64.62,30.15,Breakfast
Rice,430,169,Vegetarian,None,71,11.89,70.43,10.15,Breakfast
Watermelon,427,306,Vegetarian,Gluten,57,32.79,15.2,16.02,Breakfast
Duck,66,606,Non-Vegetarian,Nuts,71,15.91,35.73,19.8,Breakfast
Seitan,198,619,Vegetarian,Gluten,80,41.24,39.41,29.08,Snack
Pork,174,416,Non-Vegetarian,Shellfish,12,46.53,74.18,40.94,Snack
Oat,285,474,Vegetarian,None,59,41.64,21.8,31.39,Lunch
Wheat,463,671,Vegetarian,None,75,8.68,37.02,19.8,Breakfast
Lentils,283,288,Vegetarian,None,12,1.06,93.7,47.47,Snack
Mango,281,169,Vegetarian,Gluten,87,18.93,24.51,38.81,Lunch
Butter,269,536,Vegetarian,Gluten,52,19.64,35.73,22.65,Dinner
Chicken,430,384,Non-Vegetarian,Nuts,20,19.64,79.59,12.56,Dinner
Squash,275,616,Vegetarian,Gluten,86,9.36,37.02,11.36,Breakfast
Rice,275,284,Vegetarian,Nuts,78,32.89,35.73,35.88,Breakfast
Nuts,154,179,Vegetarian,Nuts,59,37.8,41.39,19.42,Lunch
Salmon,239,612,Non-Vegetarian,Dairy,27,41.24,80.47,14.52,Snack
Beef,178,670,Non-Vegetarian,Dairy,15,35.95,64.65,23.98,Dinner
Oat Milk,213,582,Vegetarian,Nuts,23,26.11,90.92,24.78,Breakfast
Duck,281,315,Non-Vegetarian,Shellfish,52,12.89,87.68,32.24,Dinner
Honeydew,59,562,Vegetarian,Nuts,64,10.26,64.65,23.12,Lunch
Beetroot,372,617,Vegetarian,Shellfish,15,35.95,46.24,38.9,Dinner
Cauliflower,340,612,Vegetarian,Gluten,26,41.54,30.76,38.93,Lunch
Cantaloupe,297,416,Vegetarian,Shellfish,82,11.89,26.59,0.42,Breakfast
Potatoes,427,54,Vegetarian,Shellfish,32,19.19,48.29,16.68,Breakfast
Wheat,94,664,Vegetarian,Nuts,27,5.73,65.18,0.6,Breakfast
Cashews,174,637,Vegetarian,Shellfish,67,47.53,45.71,38.86,Snack
Cream,202,384,Vegetarian,Dairy,24,35.3,61.17,30.15,Dinner
Mutton,138,616,Non-Vegetarian,None,15,41.67,74.18,12.84,Lunch
Beetroot,403,288,Vegetarian,Shellfish,54,46.26,65.18,1.84,Lunch
Soy Milk,385,557,Vegetarian,Gluten,64,16.94,5.68,35.88,Dinner
Papaya,98,671,Vegetarian,None,64,12.51,31.62,40.94,Lunch
Cucumber,198,175,Vegetarian,Dairy,82,25.03,64.62,11.36,Dinner
Brazil Nuts,264,422,Vegetarian,Dairy,64,41.24,45.71,32.24,Snack
Papaya,397,416,Vegetarian,Gluten,27,27.45,0.56,6.44,Snack
Cream,160,430,Vegetarian,Gluten,48,6.23,37.52,42.7,Breakfast
Oat Milk,294,318,Vegetarian,Dairy,20,27.65,70.43,12.26,Lunch
Apples,183,169,Vegetarian,Shellfish,49,2.1,78.53,10.61,Lunch
Salmon,181,530,Non-Vegetarian,Dairy,59,45.45,56.73,10.61,Breakfast
Kiwi,222,96,Vegetarian,Dairy,64,32.06,37.52,35.73,Dinner
Rice Milk,216,416,Vegetarian,None,38,2.1,45.53,46.9,Snack
Cauliflower,168,384,Vegetarian,Shellfish,37,15.22,77.52,0.6,Breakfast
Peas,192,445,Vegetarian,Shellfish,18,33.12,54.96,38.81,Lunch
Quinoa,333,224,Vegetarian,Gluten,96,19.11,87.68,27.36,Dinner
Onions,453,532,Vegetarian,None,20,41.54,24.51,15.85,Dinner
Tofu,269,416,Vegetarian,Nuts,50,37.8,35.73,1.18,Breakfast
Peaches,192,529,Vegetarian,Nuts,88,38.21,33.94,46.9,Dinner
Grapes,351,671,Vegetarian,None,55,27.45,18.2,3.1,Lunch
Cherries,183,147,Vegetarian,Gluten,88,28.89,97.12,15.34,Breakfast
Parsnips,298,96,Vegetarian,Shellfish,21,5.73,55.33,30.15,Lunch
Spinach,174,117,Vegetarian,Nuts,27,25.05,5.68,10.93,Breakfast
Egg,263,238,Non-Vegetarian,None,18,42.95,22.12,1.76,Dinner
Cashews,160,536,Vegetarian,None,41,10.26,99.09,19.06,Dinner
Cheese,206,86,Vegetarian,Shellfish,95,19.11,18.2,25.63,Dinner
Honeydew,385,369,Vegetarian,Shellfish,41,28.47,54.96,10.49,Lunch
Potatoes,192,396,Vegetarian,None,57,41.16,47.67,0.6,Breakfast
Brazil Nuts,174,416,Vegetarian,Gluten,21,6.23,76.46,13.39,Breakfast
Coconut Milk,263,179,Vegetarian,Shellfish,32,11.89,73.12,7.29,Snack
Onions,449,325,Vegetarian,Shellfish,21,10.84,93.48,37.31,Lunch
Pumpkin,334,459,Vegetarian,None,27,37.8,0.56,19.8,Lunch
Pumpkin,442,168,Vegetarian,None,27,3.45,87.67,3.1,Lunch
Pistachios,174,86,Vegetarian,Shellfish,38,41.54,37.5,0.6,Lunch
Cucumber,451,227,Vegetarian,Gluten,64,25.33,70.43,14.36,Snack
Wheat,160,612,Vegetarian,None,36,11.62,46.24,10.93,Lunch
Peanuts,427,513,Vegetarian,Dairy,66,7.86,32.79,49.9,Snack
Pecans,264,557,Vegetarian,Gluten,23,44.63,21.8,30.15,Dinner
Mutton,266,396,Non-Vegetarian,Nuts,27,9.36,34.29,29.3,Snack
Apples,351,158,Vegetarian,Gluten,23,48.14,94.85,20.19,Breakfast
Kiwi,87,670,Vegetarian,Nuts,50,46.26,87.67,37.72,Dinner
Tuna,340,470,Non-Vegetarian,Nuts,11,19.11,61.15,15.34,Snack
Macadamia,71,147,Vegetarian,Nuts,27,33.12,37.5,3.1,Snack
Wheat,160,384,Vegetarian,Nuts,58,25.03,53.8,47.79,Snack
Sweet Potatoes,421,671,Vegetarian,Shellfish,24,14.59,22.12,45.92,Lunch
Cucumber,76,582,Vegetarian,Shellfish,24,9.38,96.73,48.05,Breakfast
Mushrooms,364,514,Vegetarian,None,57,32.61,8.9,37.72,Breakfast
Hazelnuts,239,438,Vegetarian,Gluten,54,10.26,87.26,6.44,Dinner
Yams,397,230,Vegetarian,None,64,35.08,76.48,48.05,Snack
Cantaloupe,67,575,Vegetarian,None,88,41.67,18.2,15.52,Snack
Oat Milk,213,692,Vegetarian,Gluten,72,26.11,48.79,38.86,Dinner
Cantaloupe,253,612,Vegetarian,None,12,40.52,0.56,27.13,Snack
Potatoes,403,306,Vegetarian,Shellfish,17,2.68,28.31,16.33,Breakfast
Brazil Nuts,132,584,Vegetarian,Nuts,78,25.33,44.23,15.85,Dinner
Sweet Potatoes,174,512,Vegetarian,Gluten,48,24.11,26.0,38.86,Snack
Turnips,340,435,Vegetarian,Nuts,54,1.06,55.33,33.82,Breakfast
Kiwi,394,284,Vegetarian,None,12,41.64,73.18,30.15,Breakfast
Shrimp,385,671,Non-Vegetarian,None,24,5.73,92.79,47.05,Dinner
Cauliflower,162,416,Vegetarian,Nuts,19,41.64,44.23,23.98,Dinner
Corn,318,361,Vegetarian,Shellfish,66,20.98,76.48,16.11,Snack
Yams,133,459,Vegetarian,None,59,9.36,75.85,23.98,Lunch
Parsnips,138,470,Vegetarian,Gluten,57,33.13,53.8,38.38,Snack
Milk,312,238,Vegetarian,Shellfish,52,9.36,2.07,48.78,Breakfast
Pecans,174,650,Vegetarian,Dairy,22,19.76,70.43,1.18,Snack
Mushrooms,275,179,Vegetarian,Dairy,21,34.58,48.29,35.88,Dinner
Apricots,192,619,Vegetarian,Nuts,67,19.83,90.1,29.08,Snack
Almonds,397,243,Vegetarian,None,21,26.11,61.67,11.36,Dinner
Almond Milk,397,179,Vegetarian,Shellfish,67,25.03,45.71,46.22,Lunch
Hazelnuts,68,133,Vegetarian,Dairy,82,39.32,90.92,14.36,Breakfast
Scallions,285,158,Vegetarian,Nuts,19,12.51,61.67,28.42,Breakfast
Yams,298,617,Vegetarian,Dairy,78,35.08,97.12,38.9,Lunch
Tofu,92,175,Vegetarian,Shellfish,15,19.19,78.04,38.86,Snack
Carrot,192,512,Vegetarian,None,95,35.08,64.62,33.06,Snack
Beans,427,584,Vegetarian,Nuts,44,2.1,89.74,23.51,Dinner
Hazelnuts,183,662,Vegetarian,Gluten,57,25.15,45.79,24.78,Lunch
Beetroot,239,315,Vegetarian,None,59,11.89,42.27,24.78,Snack
Mango,449,284,Vegetarian,None,59,6.23,73.93,46.9,Breakfast
Coconut Milk,142,582,Vegetarian,Shellfish,93,33.96,61.17,19.8,Lunch
Radishes,311,168,Vegetarian,Nuts,61,3.99,69.92,19.42,Snack
Peaches,124,384,Vegetarian,Gluten,88,31.73,2.07,40.94,Breakfast
Cashews,394,217,Vegetarian,Gluten,61,25.05,89.74,30.15,Lunch
Beef,461,615,Non-Vegetarian,Gluten,67,11.62,97.12,38.97,Breakfast
Kiwi,403,606,Vegetarian,Gluten,58,11.89,73.18,28.6,Lunch
Nectarines,372,384,Vegetarian,Dairy,64,2.1,31.62,38.38,Snack
Cantaloupe,275,612,Vegetarian,Gluten,82,34.87,45.79,28.42,Breakfast
Plums,229,692,Vegetarian,Dairy,47,11.94,50.43,28.0,Dinner
Pumpkin,67,416,Vegetarian,Shellfish,27,15.96,76.48,30.15,Dinner
Papaya,92,616,Vegetarian,Nuts,77,16.23,18.2,25.63,Breakfast
Nuts,59,213,Vegetarian,None,43,40.52,45.45,12.84,Dinner
Cashews,154,288,Vegetarian,None,57,43.4,99.09,35.88,Snack
Oat Milk,174,284,Vegetarian,Nuts,41,10.26,65.18,45.32,Lunch
Raspberries,222,533,Vegetarian,None,71,45.45,87.26,25.01,Dinner
Chicken,192,133,Non-Vegetarian,Dairy,21,41.67,76.46,22.65,Breakfast
Radishes,467,650,Vegetarian,None,75,35.08,26.0,17.93,Lunch
Salmon,442,612,Non-Vegetarian,Nuts,24,33.13,93.48,23.98,Lunch
Peas,269,414,Vegetarian,None,24,43.4,18.2,35.73,Snack
Honeydew,200,422,Vegetarian,Gluten,59,3.51,76.46,15.85,Breakfast
Jalapenos,340,315,Vegetarian,None,17,1.6,76.46,46.9,Snack
Rice Milk,405,318,Vegetarian,Nuts,59,11.94,87.68,28.0,Dinner
Nuts,70,671,Vegetarian,Nuts,21,25.33,55.32,23.98,Dinner
Chicken,403,529,Non-Vegetarian,Gluten,18,27.65,37.89,23.12,Lunch
Soy Milk,333,670,Vegetarian,None,82,30.68,78.53,23.91,Breakfast
Cashews,499,234,Vegetarian,Nuts,97,41.54,22.12,10.49,Dinner
Nuts,364,435,Vegetarian,Shellfish,54,2.1,43.46,14.52,Snack
Yams,192,179,Vegetarian,Shellfish,67,35.61,15.2,32.33,Dinner
Almonds,394,156,Vegetarian,Dairy,23,34.7,21.8,38.81,Breakfast
Corn,168,375,Vegetarian,None,29,41.24,39.41,40.03,Breakfast
